movement_code,movement_name,equipment,movement_pattern,difficulty,standard_name,easier_name,primary_cue,easier_cue,setup_cue,space_requirement,video_brief,variant,motion_source,driving_video_path,reference_image_path,output_path,status,attempt_count,qc_status
MINI_CALF_RAISE,Mini Band Calf Raise,mini_band,lower_leg,1,Mini Band Calf Raise,Small Mini Band Calf Raise,Keep light pressure into the band as you rise and lower.,Use a smaller lift and steady balance.,Place the band just above the knees and stand tall.,small,Show front three-quarter angle. Knees stay softly apart.,standard,motion/source/mini_calf_raise_standard.fbx,motion/processed/mini_calf_raise_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_calf_raise/standard_v1.mp4,pending,0,pending
MINI_CALF_RAISE,Mini Band Calf Raise,mini_band,lower_leg,1,Mini Band Calf Raise,Small Mini Band Calf Raise,Keep light pressure into the band as you rise and lower.,Use a smaller lift and steady balance.,Place the band just above the knees and stand tall.,small,Show front three-quarter angle. Knees stay softly apart.,easier,motion/source/mini_calf_raise_easier.fbx,motion/processed/mini_calf_raise_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_calf_raise/easier_v1.mp4,pending,0,pending
MINI_HINGE,Mini Band Hinge,mini_band,hinge,1,Mini Band Hinge,Short-Range Mini Band Hinge,Push hips back while keeping light pressure into the band.,Use a smaller hinge and keep the knees softly apart.,Place the band just above the knees and stand hip-width.,small,Show side three-quarter angle with visible hip movement.,standard,motion/source/mini_hinge_standard.fbx,motion/processed/mini_hinge_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_hinge/standard_v1.mp4,pending,0,pending
MINI_HINGE,Mini Band Hinge,mini_band,hinge,1,Mini Band Hinge,Short-Range Mini Band Hinge,Push hips back while keeping light pressure into the band.,Use a smaller hinge and keep the knees softly apart.,Place the band just above the knees and stand hip-width.,small,Show side three-quarter angle with visible hip movement.,easier,motion/source/mini_hinge_easier.fbx,motion/processed/mini_hinge_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_hinge/easier_v1.mp4,pending,0,pending
MINI_HIP_ABDUCTION,Mini Band Standing Abduction,mini_band,lateral,1,Mini Band Standing Abduction,Mini Band Toe Tap Out,Move one leg out slightly while keeping your body still.,Keep the toe on the ground and tap out to the side.,Place the band just above the knees. Stand tall with soft knees.,small,Show front view. Alternate sides and avoid leaning.,standard,motion/source/mini_hip_abduction_standard.fbx,motion/processed/mini_hip_abduction_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_hip_abduction/standard_v1.mp4,pending,0,pending
MINI_HIP_ABDUCTION,Mini Band Standing Abduction,mini_band,lateral,1,Mini Band Standing Abduction,Mini Band Toe Tap Out,Move one leg out slightly while keeping your body still.,Keep the toe on the ground and tap out to the side.,Place the band just above the knees. Stand tall with soft knees.,small,Show front view. Alternate sides and avoid leaning.,easier,motion/source/mini_hip_abduction_easier.fbx,motion/processed/mini_hip_abduction_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_hip_abduction/easier_v1.mp4,pending,0,pending
MINI_LATERAL_STEP,Mini Band Side Step,mini_band,lateral,1,Mini Band Side Step,Small Mini Band Side Step,Stay tall and take controlled steps without letting the band go slack.,Take shorter steps and stay more upright.,Place the band just above the knees and soften the knees slightly.,medium,Show front view with two steps each direction in a loop.,standard,motion/source/mini_lateral_step_standard.fbx,motion/processed/mini_lateral_step_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_lateral_step/standard_v1.mp4,pending,0,pending
MINI_LATERAL_STEP,Mini Band Side Step,mini_band,lateral,1,Mini Band Side Step,Small Mini Band Side Step,Stay tall and take controlled steps without letting the band go slack.,Take shorter steps and stay more upright.,Place the band just above the knees and soften the knees slightly.,medium,Show front view with two steps each direction in a loop.,easier,motion/source/mini_lateral_step_easier.fbx,motion/processed/mini_lateral_step_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_lateral_step/easier_v1.mp4,pending,0,pending
MINI_LATERAL_TAP,Mini Band Side Tap,mini_band,lateral,1,Mini Band Side Tap,Small Mini Band Side Tap,Keep one leg steady and tap the other foot out to the side.,Use a shorter tap and stay upright.,Place the band just above the knees with feet hip-width.,small,Show front view alternating side taps.,standard,motion/source/mini_lateral_tap_standard.fbx,motion/processed/mini_lateral_tap_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_lateral_tap/standard_v1.mp4,pending,0,pending
MINI_LATERAL_TAP,Mini Band Side Tap,mini_band,lateral,1,Mini Band Side Tap,Small Mini Band Side Tap,Keep one leg steady and tap the other foot out to the side.,Use a shorter tap and stay upright.,Place the band just above the knees with feet hip-width.,small,Show front view alternating side taps.,easier,motion/source/mini_lateral_tap_easier.fbx,motion/processed/mini_lateral_tap_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_lateral_tap/easier_v1.mp4,pending,0,pending
MINI_MARCH,Mini Band March,mini_band,locomotion,1,Mini Band March,Low Mini Band March,Stand tall and lift one knee at a time without rushing.,Lift the feet only slightly and keep both steps controlled.,Place the band just above the knees and stand tall.,small,Show full body front view. Alternate knees with steady posture.,standard,motion/source/mini_march_standard.fbx,motion/processed/mini_march_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_march/standard_v1.mp4,pending,0,pending
MINI_MARCH,Mini Band March,mini_band,locomotion,1,Mini Band March,Low Mini Band March,Stand tall and lift one knee at a time without rushing.,Lift the feet only slightly and keep both steps controlled.,Place the band just above the knees and stand tall.,small,Show full body front view. Alternate knees with steady posture.,easier,motion/source/mini_march_easier.fbx,motion/processed/mini_march_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_march/easier_v1.mp4,pending,0,pending
MINI_MONSTER_WALK,Mini Band Forward-Back Step,mini_band,locomotion,2,Mini Band Forward-Back Step,Mini Band Forward Tap,Take short diagonal steps and keep steady tension on the band.,Tap one foot forward at a time without travelling.,Place the band just above the knees and soften the knees.,medium,Show front three-quarter angle with two steps forward and two back.,standard,motion/source/mini_monster_walk_standard.fbx,motion/processed/mini_monster_walk_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_monster_walk/standard_v1.mp4,pending,0,pending
MINI_MONSTER_WALK,Mini Band Forward-Back Step,mini_band,locomotion,2,Mini Band Forward-Back Step,Mini Band Forward Tap,Take short diagonal steps and keep steady tension on the band.,Tap one foot forward at a time without travelling.,Place the band just above the knees and soften the knees.,medium,Show front three-quarter angle with two steps forward and two back.,easier,motion/source/mini_monster_walk_easier.fbx,motion/processed/mini_monster_walk_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_monster_walk/easier_v1.mp4,pending,0,pending
MINI_SQUAT,Mini Band Squat,mini_band,squat,1,Mini Band Squat,Shallow Mini Band Squat,Keep gentle pressure into the band as you squat and stand.,Use a smaller range and keep knees comfortable.,Place the band just above the knees. Stand about hip-width apart.,small,Show front three-quarter angle. Knees track in line with feet.,standard,motion/source/mini_squat_standard.fbx,motion/processed/mini_squat_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat/standard_v1.mp4,pending,0,pending
MINI_SQUAT,Mini Band Squat,mini_band,squat,1,Mini Band Squat,Shallow Mini Band Squat,Keep gentle pressure into the band as you squat and stand.,Use a smaller range and keep knees comfortable.,Place the band just above the knees. Stand about hip-width apart.,small,Show front three-quarter angle. Knees track in line with feet.,easier,motion/source/mini_squat_easier.fbx,motion/processed/mini_squat_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat/easier_v1.mp4,pending,0,pending
MINI_SQUAT_PULSE,Mini Band Squat Pulse,mini_band,squat,2,Mini Band Squat Pulse,Mini Band Quarter Squat Hold,Stay in a comfortable squat and make small controlled pulses.,Hold a shallow squat without pulsing.,Place the band just above the knees and sit into a comfortable partial squat.,small,Show front three-quarter angle. Keep pulse range small.,standard,motion/source/mini_squat_pulse_standard.fbx,motion/processed/mini_squat_pulse_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat_pulse/standard_v1.mp4,pending,0,pending
MINI_SQUAT_PULSE,Mini Band Squat Pulse,mini_band,squat,2,Mini Band Squat Pulse,Mini Band Quarter Squat Hold,Stay in a comfortable squat and make small controlled pulses.,Hold a shallow squat without pulsing.,Place the band just above the knees and sit into a comfortable partial squat.,small,Show front three-quarter angle. Keep pulse range small.,easier,motion/source/mini_squat_pulse_easier.fbx,motion/processed/mini_squat_pulse_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat_pulse/easier_v1.mp4,pending,0,pending
MINI_SQUAT_SIDE_STEP,Mini Band Squat Side Step,mini_band,combo,2,Mini Band Squat Side Step,Shallow Squat Side Step,"Squat, stand, then take one controlled side step.",Use a shallow squat and shorter step.,Place the band just above the knees and soften the knees.,medium,Show front view alternating direction after each squat.,standard,motion/source/mini_squat_side_step_standard.fbx,motion/processed/mini_squat_side_step_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat_side_step/standard_v1.mp4,pending,0,pending
MINI_SQUAT_SIDE_STEP,Mini Band Squat Side Step,mini_band,combo,2,Mini Band Squat Side Step,Shallow Squat Side Step,"Squat, stand, then take one controlled side step.",Use a shallow squat and shorter step.,Place the band just above the knees and soften the knees.,medium,Show front view alternating direction after each squat.,easier,motion/source/mini_squat_side_step_easier.fbx,motion/processed/mini_squat_side_step_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_squat_side_step/easier_v1.mp4,pending,0,pending
MINI_STEP_BACK,Mini Band Step Back,mini_band,locomotion,1,Mini Band Step Back,Mini Band Toe Tap Back,"Step one foot back lightly, return, then change sides.",Tap the toe back without shifting far.,Place the band just above the knees and stand tall.,small,Show side three-quarter angle alternating feet.,standard,motion/source/mini_step_back_standard.fbx,motion/processed/mini_step_back_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_step_back/standard_v1.mp4,pending,0,pending
MINI_STEP_BACK,Mini Band Step Back,mini_band,locomotion,1,Mini Band Step Back,Mini Band Toe Tap Back,"Step one foot back lightly, return, then change sides.",Tap the toe back without shifting far.,Place the band just above the knees and stand tall.,small,Show side three-quarter angle alternating feet.,easier,motion/source/mini_step_back_easier.fbx,motion/processed/mini_step_back_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_step_back/easier_v1.mp4,pending,0,pending
MINI_WIDE_MARCH,Mini Band Wide March,mini_band,locomotion,1,Mini Band Wide March,Mini Band Weight Shift,Keep the knees gently apart as you alternate feet.,Shift weight side to side without lifting the feet high.,Place the band just above the knees and stand a little wider than hip-width.,small,Show front view with a smooth rhythm.,standard,motion/source/mini_wide_march_standard.fbx,motion/processed/mini_wide_march_standard_driving.mp4,presenter/presenter.png,media/mini_band/mini_wide_march/standard_v1.mp4,pending,0,pending
MINI_WIDE_MARCH,Mini Band Wide March,mini_band,locomotion,1,Mini Band Wide March,Mini Band Weight Shift,Keep the knees gently apart as you alternate feet.,Shift weight side to side without lifting the feet high.,Place the band just above the knees and stand a little wider than hip-width.,small,Show front view with a smooth rhythm.,easier,motion/source/mini_wide_march_easier.fbx,motion/processed/mini_wide_march_easier_driving.mp4,presenter/presenter.png,media/mini_band/mini_wide_march/easier_v1.mp4,pending,0,pending
